bo_ant	-9.727	-0.472	0
ju_qd_L	-13.424	-5.63	-28.209
ju_qd_R	-13.195	-5.505	28.086
ju_ub_L	22.706	2.335	-11.094
ju_ub_R	22.706	2.335	11.094
mc_qd_l_L	-14.147	-6.09	-27.01
mc_qd_l_R	-13.925	-5.973	26.893
mc_qd_m_L	-12.457	-8.623	-19.346
mc_qd_m_R	-12.277	-8.466	19.206
nc_qd_l_L	-22.762	6.512	-22.897
nc_qd_l_R	-22.762	6.512	22.897
nc_qd_m_L	-23.935	0.871	-15.034
nc_qd_m_R	-23.935	0.871	15.034
nc_ub_L	14.514	23.011	-11.38
nc_ub_R	14.514	23.011	11.38
oc_cd	-24.152	-3.979	0
op_dist_L	-7.709	2.865	-11.308
op_dist_R	-7.779	3.106	11.145
op_inf_L	-9.922	0.067	-15.746
op_inf_R	-9.905	0.267	15.6
op_sup_L	-14.502	4.196	-18.175
op_sup_R	-14.519	4.325	18.085
pa_lc_a_L	15.571	-1.18	-8.844
pa_lc_a_R	15.876	-0.982	8.843
pa_lc_p_L	-2.731	-0.09	-2.834
pa_lc_p_R	-2.428	0.086	2.834
pa_mc_a_L	16.204	-1.522	-5.349
pa_mc_a_R	16.509	-1.322	5.348
pa_mc_p_L	-3.376	-0.822	-1.759
pa_mc_p_R	-3.073	-0.647	1.758
pa_pt_L	-5.085	0.537	-2.564
pa_pt_R	-4.783	0.71	2.564
pa_ub_L	30.426	1.572	-4.567
pa_ub_R	30.426	1.572	4.567
pt_ac_a_L	-3.682	0.809	-3.151
pt_ac_a_R	-3.389	0.974	3.176
pt_ac_p_L	-7.888	-0.931	-8.558
pt_ac_p_R	-7.696	-0.761	8.504
pt_qd_L	-12.022	-3.283	-15.47
pt_qd_R	-11.959	-3.112	15.338
ub_tip	53.006	-10.928	0
