ac_as	10.282	-11.677	0
ac_as_L	10.282	-11.677	-8.875
ac_as_R	10.282	-11.677	8.875
ac_hy_L	6.997	-22.473	-8.347
ac_hy_R	6.997	-22.473	8.347
ac_pi_L	-16.297	-20.68	-26.406
ac_pi_R	-16.297	-20.68	26.406
ac_ps_L	-11.207	-1.134	-24.035
ac_ps_R	-11.207	-1.134	24.035
hy_mid	6.997	-22.473	0
hy_sh_L	8.946	-22.026	-3.641
hy_sh_R	8.946	-22.026	3.641
lj_qd_L	-12.69	-9.425	-30.104
lj_qd_R	-12.69	-9.425	30.104
lj_sy_inf	46.804	2.489	0
lj_sy_sup	51.005	10.609	0
nc_ep	-24.398	60.506	0
nc_su_a_L	-5.605	39.801	-20.08
nc_su_a_R	-5.605	39.801	20.08
nc_su_p_L	-24.398	48.945	-29.624
nc_su_p_R	-24.398	48.945	29.624
nc_vc	-24.398	48.945	0
pc_ai_L	-20.699	-14.942	-29.71
pc_ai_R	-20.699	-14.942	29.71
pc_as_L	-15.503	-0.253	-24.266
pc_as_R	-15.503	-0.253	24.266
pc_su_L	-31.611	2.081	-37.563
pc_su_R	-31.611	2.081	37.563
px_ip_L	41.454	13.012	-14.575
px_ip_R	41.454	13.012	14.575
px_mid	56.789	14.092	0
su_pt_L	-6.706	18.262	-15.094
su_pt_R	-6.706	18.262	15.094
