bo_ant	-8.377	-0.306	0
ju_qd_L	-11.823	-5.327	-28.055
ju_qd_R	-11.795	-5.314	28.04
ju_ub_L	23.276	1.561	-10.956
ju_ub_R	23.276	1.561	10.956
mc_qd_l_L	-11.92	-6.166	-26.9
mc_qd_l_R	-11.892	-6.154	26.885
mc_qd_m_L	-10.821	-8.289	-18.842
mc_qd_m_R	-10.799	-8.271	18.825
nc_qd_l_L	-19.598	6.89	-23.342
nc_qd_l_R	-19.598	6.89	23.342
nc_qd_m_L	-21.519	0.757	-14.849
nc_qd_m_R	-21.519	0.757	14.849
nc_ub_L	15.547	22.04	-11.373
nc_ub_R	15.547	22.04	11.373
oc_cd	-21.193	-3.246	0
op_dist_L	-6.878	3.615	-11.8
op_dist_R	-6.887	3.643	11.782
op_inf_L	-8.917	0.52	-15.175
op_inf_R	-8.917	0.542	15.158
op_sup_L	-13.352	4.107	-18.441
op_sup_R	-13.354	4.121	18.432
pa_lc_a_L	18.182	-1.425	-9.112
pa_lc_a_R	18.217	-1.4	9.111
pa_lc_p_L	-1.884	-0.625	-2.763
pa_lc_p_R	-1.85	-0.602	2.763
pa_mc_a_L	18.343	-0.717	-6.103
pa_mc_a_R	18.377	-0.693	6.103
pa_mc_p_L	-1.851	-0.753	-1.676
pa_mc_p_R	-1.817	-0.73	1.676
pa_pt_L	-3.16	-0.377	-2.964
pa_pt_R	-3.126	-0.355	2.964
pa_ub_L	30.809	2.539	-4.888
pa_ub_R	30.809	2.539	4.888
pt_ac_a_L	-2.033	-0.2	-3.764
pt_ac_a_R	-2	-0.178	3.766
pt_ac_p_L	-5.779	-1.863	-7.702
pt_ac_p_R	-5.754	-1.842	7.697
pt_qd_L	-10.702	-3.724	-15.434
pt_qd_R	-10.693	-3.705	15.418
ub_tip	50.432	-11.142	0
