"susp.oper.x" "susp.oper.y" "susp.oper.z" "oper.inop.x" "oper.inop.y" "oper.inop.z" "inop.ljaw.x" "inop.ljaw.y" "inop.ljaw.z" "ljaw.susp.x" "ljaw.susp.y" "ljaw.susp.z" "gape.1.x" "gape.1.y" "gape.1.z" "gape.2.x" "gape.2.y" "gape.2.z" "nc.left.x" "nc.left.y" "nc.left.z" "nc.right.x" "nc.right.y" "nc.right.z" "nc.mid.x" "nc.mid.y" "nc.mid.z" "time"
"1" 0 0 0 -0.0000000000000331904645659439 -32.8604295646968 4.18958763362113e-15 -30.0714293630658 -31.1149899118317 -6.22526644319367 -30.6187779004427 -24.3444407552065 -0.0000000000000183186799063151 -121.891287500674 19.3133898243932 0.799493539081941 -120.185440911485 20.9048314936823 15.5441026158734 -27.8199260562443 3.99035714082307 -5.9714303306481 -29.8295998417859 6.53244988101488 -19.9946021125943 4.69510366815982 1.19228971315981 -18.9951815372617 -66.7
"2" 8.26978351867872e-15 9.59467639883572e-15 8.70455428817666e-15 -0.0000000000000331904645659439 -32.8604295646968 4.18958763362113e-15 -30.0321211633378 -31.0494416860619 -6.62886715619177 -30.5870162622694 -24.3263849436709 -0.351704801801665 -121.960796043632 19.2022417874264 0.828036074609381 -120.368892471711 20.9226895986363 15.4984669594405 -27.7780512378985 3.99998754128321 -6.21857523748514 -29.7558432205234 6.56669862319228 -20.2420434884375 4.75756363774757 1.16684290734878 -19.1839153317265 -63.3
"3" -9.65304365257815e-15 8.04948126071281e-15 2.98328132857141e-16 -0.0000000000000331904645659439 -32.8604295646968 4.18958763362113e-15 -30.06355027699 -30.8259232536099 -6.66672493173714 -30.5705986996631 -24.19504982474 -0.289558903518076 -122.020687122888 19.085445239638 0.813690864597547 -120.560766495554 20.9313323858355 15.4879473965446 -27.8150797906774 4.1255829442853 -5.82570608493706 -29.868772995202 6.75877246774058 -19.8254916138391 4.6329070860431 1.24421792324728 -18.9982602821538 -60
"4" -2.04607025829279e-16 8.51216383064231e-17 -8.91724678763986e-15 -0.0000000000000331904645659439 -32.8604295646968 4.18958763362113e-15 -30.1396662772985 -30.6438473624162 -6.17118852102341 -30.5904114075431 -24.0738736000056 0.273315653790728 -122.089075967852 18.9460558015608 0.775317560896003 -120.648426968734 20.8032552378568 15.5337500777713 -27.9097091166044 4.26094760156229 -5.04370235078046 -30.1057625623278 6.96504013891192 -19.0088351114447 4.3926671015771 1.38794329210472 -18.5712463149226 -56.7
"5" 0.0000000000000142751856914561 -7.72708011926876e-15 8.40141097107192e-15 -0.0000000000000331904645659439 -32.8604295646968 4.18958763362113e-15 -30.2017875592674 -30.6757533573131 -5.38672592547396 -30.6271254438779 -24.0993702141065 1.05236495024468 -122.157773062249 18.8144568315751 0.755431376742977 -120.592716682888 20.542395955323 15.6060051728643 -28.0082236467517 4.27996479440725 -4.33074108694758 -30.3456566116923 7.03307128547982 -18.2624528379573 4.16364221370344 1.50678838304643 -18.1857398383317 -53.3
"6" -8.12468504709548e-16 8.86223655191852e-15 1.03238687972951e-16 -0.0000000000000331904645659439 -32.8604295646968 4.18958763362113e-15 -30.2345436995728 -30.9076236179559 -4.87843036430729 -30.6673286560766 -24.2750124107624 1.50296009511732 -122.219559584214 18.7300555284047 0.790153930314538 -120.498489135719 20.2905296002681 15.6404509062123 -28.0651095362296 4.15187666982224 -4.11939332159721 -30.4635719101119 6.90479273112615 -18.0409038481344 4.06340829739834 1.49226035415807 -18.0955514726809 -50
"7" -5.23275607864385e-15 8.45585890631566e-15 2.00783410415046e-16 -0.0000000000000331904645659439 -32.8604295646968 4.18958763362113e-15 -30.2632811104476 -31.1430507287539 -5.06767622745228 -30.721358450373 -24.4568478206263 1.25567788963558 -122.293261401321 18.6723720415146 0.85141295002074 -120.568962928721 20.1759520171422 15.6109649443829 -28.049683434196 3.98414993134036 -4.57428815183194 -30.3811704996072 6.66917494698379 -18.5201903567518 4.15411266754615 1.30948040333074 -18.3744623674334 -46.7
"8" 0.0000000000000180454998585074 -7.07052546414709e-15 -0.0000000000000182870447179816 -0.0000000000000331904645659439 -32.8604295646968 4.18958763362113e-15 -30.3049876022566 -31.1709604988376 -5.84492580337681 -30.8052879544039 -24.4764323018023 0.465976128472612 -122.371643476608 18.5301674353697 0.803639105033354 -120.871196361054 20.1767951442823 15.5738941807478 -27.9514480259913 3.94343832380139 -5.43579588806327 -30.1238652392237 6.52627343467231 -19.4267359158707 4.38977225361175 1.05490863689872 -18.8654487982348 -43.3
"9" -9.65304365257815e-15 8.04948126071281e-15 2.98328132857141e-16 -0.0000000000000331904645659439 -32.8604295646968 4.18958763362113e-15 -30.3823075711317 -30.9117538729099 -6.72124916691811 -30.9470907386625 -24.2688985605096 -0.361459841587458 -122.534037635701 18.1376877592715 0.457912043694133 -121.378080145591 20.136466648351 15.6501597784313 -27.809549051084 4.12969143573804 -6.19520779158743 -29.8223295924757 6.65014745804701 -20.2217158150337 4.63367694840961 0.874975961388225 -19.2908918602762 -40
"10" 8.12468504709548e-16 -8.86223655191852e-15 -1.03238687972951e-16 -0.0000000000000331904645659439 -32.8604295646968 4.18958763362113e-15 -30.5071444443147 -30.4450619930668 -7.24779463920175 -31.1803380742015 -23.8924428514921 -0.80553424302493 -122.853765598518 17.3930335818261 -0.291491416269777 -121.971719209957 19.8907939834789 15.9465237489024 -27.6843203580824 4.51623233091995 -6.51148923397865 -29.587732042156 7.0456663302033 -20.5514244305599 4.7828811198042 0.814069485833499 -19.4289381328588 -36.7
